tourney_name,tourney_date,surface,round,winner_name,loser_name,winner_rank,loser_rank,best_of,source,year
australian hardcourt championships,2000-01-03,hard,1st round,dosedel s.,ljubicic i.,63.0,77.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,kiefer n.,tarango j.,6.0,59.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,gaudio g.,luxa p.,73.0,174.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,el aynaoui y.,dupuis a.,33.0,78.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,cherkasov a.,arazi h.,206.0,35.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,caratti c.,heuberger i.,211.0,219.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,bastl g.,novak j.,85.0,36.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,semifinals,hantschk m.,pioline c.,128.0,14.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,semifinals,golmard j.,damm m.,38.0,104.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,quarterfinals,pioline c.,sanguinetti d.,14.0,121.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,quarterfinals,hantschk m.,ketola t.,128.0,163.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,quarterfinals,golmard j.,delgado j.,38.0,162.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,quarterfinals,damm m.,manta l.,104.0,117.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,2nd round,sanguinetti d.,vinciguerra a.,121.0,99.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,2nd round,pioline c.,paes l.,14.0,145.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,2nd round,manta l.,tabara m.,117.0,125.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,2nd round,ketola t.,vanek j.,163.0,160.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,2nd round,hantschk m.,behrend t.,128.0,116.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,2nd round,golmard j.,jonsson f.,38.0,127.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,2nd round,delgado j.,stanoytchev o.,162.0,111.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,marin j.a.,mantilla f.,71.0,25.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,mirnyi m.,puerta m.,74.0,101.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,santoro f.,burgsmuller l.,32.0,138.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,schalken s.,diaz j.,44.0,86.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,the final,santoro f.,schuettler r.,32.0,47.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,semifinals,schuettler r.,el aynaoui y.,47.0,33.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,semifinals,santoro f.,kiefer n.,32.0,6.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,quarterfinals,schuettler r.,mirnyi m.,47.0,74.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,quarterfinals,santoro f.,bastl g.,32.0,85.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,quarterfinals,kiefer n.,schalken s.,6.0,44.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,quarterfinals,el aynaoui y.,tillstrom m.,33.0,83.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,2nd round,tillstrom m.,cherkasov a.,83.0,206.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,2nd round,schuettler r.,vacek d.,47.0,39.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,2nd round,damm m.,agenor r.,104.0,94.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,2nd round,schalken s.,squillari f.,44.0,49.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,2nd round,mirnyi m.,marin j.a.,74.0,71.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,2nd round,kiefer n.,caratti c.,6.0,211.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,2nd round,el aynaoui y.,gaudio g.,33.0,73.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,2nd round,bastl g.,berasategui a.,85.0,60.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,van lottum j.,blanco g.,69.0,76.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,vacek d.,vicente f.,39.0,50.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,tillstrom m.,ivanisevic g.,83.0,62.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,squillari f.,siemerink j.,49.0,93.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,1st round,schuettler r.,sanchez j.,47.0,285.0,3.0,tennis_data,2000
qatar open,2000-01-03,hard,2nd round,santoro f.,van lottum j.,32.0,69.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,vinciguerra a.,lopez-moron a.,99.0,113.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,the final,golmard j.,hantschk m.,38.0,128.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,tabara m.,kafelnikov y.,125.0,2.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,2nd round,hewitt l.,petrovic d.,24.0,208.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,2nd round,henman t.,lisnard j.,11.0,134.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,2nd round,grosjean s.,gambill j.m.,26.0,58.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,2nd round,escude n.,dosedel s.,40.0,63.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,2nd round,enqvist t.,federer r.,5.0,65.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,vinck c.,goldstein p.,227.0,88.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,stoltenberg j.,hrbaty d.,84.0,20.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,sekulov j.,pozzi g.,142.0,79.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,petrovic d.,huet s.,208.0,122.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,2nd round,martin a.,sekulov j.,55.0,142.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,norman m.,draper s.,15.0,155.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,lisnard j.,tebbutt m.,134.0,351.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,vanek j.,ishii y.,160.0,238.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,henman t.,balcells j.,11.0,218.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,grosjean s.,ilie a.,26.0,51.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,gambill j.m.,arthurs w.,58.0,105.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,fromberg r.,woodbridge t.,81.0,198.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,federer r.,knippschild j.,65.0,87.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,escude n.,baccanello p.,40.0,655.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,enqvist t.,clement a.,5.0,56.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,martin a.,spadea v.,55.0,21.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,2nd round,norman m.,fromberg r.,15.0,81.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,1st round,hewitt l.,woodforde m.,24.0,129.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,quarterfinals,enqvist t.,grosjean s.,5.0,26.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,2nd round,stoltenberg j.,vinck c.,84.0,227.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,stanoytchev o.,kilderry p.,111.0,342.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,sanguinetti d.,voinea a.,121.0,100.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,pioline c.,ram a.,14.0,414.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,manta l.,zib t.,117.0,115.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,ketola t.,ogorodov o.,163.0,135.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,jonsson f.,kroslak j.,127.0,103.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,hantschk m.,tieleman l.,128.0,89.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,golmard j.,spottl m.,38.0,200.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,delgado j.,black b.,162.0,67.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,paes l.,boutter j.,145.0,137.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,behrend t.,popp a.,116.0,124.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,agenor r.,kumar s.,94.0,1198.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,the final,hewitt l.,enqvist t.,24.0,5.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,semifinals,hewitt l.,escude n.,24.0,40.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,semifinals,enqvist t.,norman m.,5.0,15.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,quarterfinals,norman m.,martin a.,15.0,55.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,quarterfinals,hewitt l.,stoltenberg j.,24.0,84.0,3.0,tennis_data,2000
gold flake open,2000-01-03,hard,1st round,damm m.,rochus c.,104.0,120.0,3.0,tennis_data,2000
australian hardcourt championships,2000-01-03,hard,quarterfinals,escude n.,henman t.,40.0,11.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,stoltenberg j.,diaz j.,94.0,84.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,martin t.,medvedev a.,8.0,33.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,ljubicic i.,safin m.,79.0,24.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,lapentti n.,el aynaoui y.,7.0,31.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,kucera k.,damm m.,17.0,88.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,koubek s.,meligeni f.,40.0,29.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,hewitt l.,grosjean s.,21.0,27.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,hrbaty d.,ullyett k.,23.0,193.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,dosedel s.,woodforde m.,69.0,128.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,corretja a.,pioline c.,28.0,15.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,vacek d.,lisnard j.,41.0,127.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,clement a.,zabaleta m.,55.0,32.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,ilie a.,costa a.,47.0,18.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,voinea a.,spadea v.,102.0,20.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,quarterfinals,ljubicic i.,kucera k.,79.0,17.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,2nd round,dosedel s.,ilie a.,69.0,47.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,2nd round,hewitt l.,clavet f.,21.0,39.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,2nd round,kucera k.,clement a.,17.0,55.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,2nd round,lapentti n.,koubek s.,7.0,40.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,2nd round,ljubicic i.,martin t.,79.0,8.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,2nd round,stoltenberg j.,hrbaty d.,94.0,23.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,2nd round,voinea a.,vacek d.,102.0,41.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,quarterfinals,corretja a.,dosedel s.,28.0,69.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,quarterfinals,hewitt l.,voinea a.,21.0,102.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,quarterfinals,stoltenberg j.,lapentti n.,94.0,7.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,semifinals,hewitt l.,corretja a.,21.0,28.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,semifinals,stoltenberg j.,ljubicic i.,94.0,79.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,the final,hewitt l.,stoltenberg j.,21.0,94.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,clavet f.,kuerten g.,39.0,5.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,2nd round,corretja a.,arazi h.,28.0,42.0,3.0,tennis_data,2000
sydney international,2000-01-10,hard,1st round,arazi h.,mantilla f.,42.0,25.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,2nd round,balcells j.,haas t.,211.0,11.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,semifinals,norman m.,gaudio g.,14.0,72.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,the final,norman m.,chang m.,14.0,50.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,behrend t.,hantschk m.,115.0,95.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,chang m.,black b.,50.0,70.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,ferrero j.c.,federer r.,45.0,61.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,gambill j.m.,fromberg r.,57.0,80.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,gaudio g.,sargsian s.,72.0,52.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,gustafsson m.,nielsen m.,60.0,246.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,haas t.,tarango j.,11.0,63.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,johansson t.,weiner g.,43.0,334.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,martin a.,berasategui a.,48.0,59.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,norman m.,costa f.,14.0,149.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,novak j.,bjorkman j.,38.0,76.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,rosset m.,vicente f.,46.0,53.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,schalken s.,ivanisevic g.,37.0,68.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,balcells j.,squillari f.,211.0,49.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,van lottum j.,woodruff c.,66.0,56.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,1st round,sell m.,escude n.,167.0,34.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,quarterfinals,norman m.,rosset m.,14.0,46.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,quarterfinals,gaudio g.,schalken s.,72.0,37.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,quarterfinals,chang m.,gustafsson m.,50.0,60.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,quarterfinals,balcells j.,ferrero j.c.,211.0,45.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,2nd round,rosset m.,van lottum j.,46.0,66.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,2nd round,schalken s.,behrend t.,37.0,115.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,2nd round,gustafsson m.,johansson t.,60.0,43.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,2nd round,gaudio g.,novak j.,72.0,38.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,2nd round,ferrero j.c.,martin a.,45.0,48.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,2nd round,chang m.,sell m.,50.0,167.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,semifinals,chang m.,balcells j.,50.0,211.0,3.0,tennis_data,2000
heineken open,2000-01-10,hard,2nd round,norman m.,gambill j.m.,14.0,57.0,3.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,koubek s.,stafford g.,43.0,472.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,kafelnikov y.,vacek d.,2.0,44.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,kiefer n.,behrend t.,4.0,106.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,mirnyi m.,dupuis a.,67.0,98.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,vicente f.,martin t.,55.0,9.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,philippoussis m.,sluiter r.,19.0,166.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,rochus c.,ullyett k.,120.0,182.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,sampras p.,tillstrom m.,3.0,79.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,squillari f.,woodforde m.,48.0,126.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,ilie a.,novak j.,46.0,37.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,vinciguerra a.,paes l.,99.0,137.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,norman m.,pozzi g.,11.0,82.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,hewitt l.,corretja a.,17.0,30.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,escude n.,krajicek r.,34.0,10.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,grosjean s.,hill m.,26.0,238.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,fromberg r.,pretzsch a.,80.0,115.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,ferrero j.c.,tieleman l.,40.0,89.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,ferreira w.,johansson t.,53.0,42.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,federer r.,kroslak j.,62.0,104.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,el aynaoui y.,haas t.,29.0,12.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,dosedel s.,srichaphan p.,64.0,102.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,clement a.,lapentti n.,54.0,7.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,clavet f.,ivanisevic g.,39.0,70.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,black w.,rosset m.,151.0,45.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,bjorkman j.,vanek j.,76.0,153.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,arazi h.,jonsson f.,41.0,123.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,voinea a.,portas a.,95.0,91.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,alami k.,llodra m.,35.0,263.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,henman t.,schuettler r.,13.0,60.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,woodruff c.,sekulov j.,56.0,133.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,rochus c.,mirnyi m.,120.0,67.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,agassi a.,zabaleta m.,1.0,33.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,agassi a.,schalken s.,1.0,47.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,the final,agassi a.,kafelnikov y.,1.0,2.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,semifinals,agassi a.,sampras p.,1.0,3.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,quarterfinals,sampras p.,woodruff c.,3.0,56.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,quarterfinals,norman m.,kiefer n.,11.0,4.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,quarterfinals,kafelnikov y.,el aynaoui y.,2.0,29.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,quarterfinals,agassi a.,arazi h.,1.0,41.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,4th round,woodruff c.,henman t.,56.0,13.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,4th round,sampras p.,dosedel s.,3.0,64.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,4th round,norman m.,hewitt l.,11.0,17.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,4th round,kiefer n.,ferreira w.,4.0,53.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,4th round,kafelnikov y.,rochus c.,2.0,120.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,4th round,el aynaoui y.,clement a.,29.0,54.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,4th round,arazi h.,escude n.,41.0,34.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,4th round,agassi a.,philippoussis m.,1.0,19.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,woodruff c.,fromberg r.,56.0,80.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,sampras p.,black w.,3.0,151.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,philippoussis m.,ilie a.,19.0,46.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,norman m.,bjorkman j.,11.0,76.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,kiefer n.,alami k.,4.0,35.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,kafelnikov y.,koubek s.,2.0,43.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,hewitt l.,voinea a.,17.0,95.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,henman t.,grosjean s.,13.0,26.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,ferreira w.,clavet f.,53.0,39.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,escude n.,vinciguerra a.,34.0,99.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,el aynaoui y.,ferrero j.c.,29.0,40.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,dosedel s.,squillari f.,64.0,48.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,clement a.,federer r.,54.0,62.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,3rd round,arazi h.,vicente f.,41.0,55.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,2nd round,zabaleta m.,woodbridge t.,33.0,204.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,zabaleta m.,mantilla f.,33.0,27.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,semifinals,kafelnikov y.,norman m.,2.0,11.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,woodforde m.,sanguinetti d.,126.0,113.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,kiefer n.,canas g.,4.0,74.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,kafelnikov y.,knippschild j.,2.0,85.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,jonsson f.,diaz j.,123.0,84.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,johansson t.,kulti n.,42.0,121.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,ivanisevic g.,pioline c.,70.0,15.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,ilie a.,tarango j.,46.0,65.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,hill m.,karbacher b.,238.0,139.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,hewitt l.,goldstein p.,17.0,87.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,henman t.,golmard j.,13.0,31.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,haas t.,saulnier c.,12.0,171.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,grosjean s.,motomura g.,26.0,148.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,fromberg r.,enqvist t.,80.0,6.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,ferrero j.c.,draper s.,40.0,200.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,koubek s.,cadart r.,43.0,217.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,ferreira w.,bastl g.,53.0,78.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,escude n.,courier j.,34.0,36.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,el aynaoui y.,parmar a.,29.0,257.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,dupuis a.,rodriguez m.,98.0,119.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,dosedel s.,boutter j.,64.0,155.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,corretja a.,sargsian s.,30.0,51.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,clavet f.,hrbaty d.,39.0,22.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,black w.,gambill j.m.,151.0,57.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,bjorkman j.,stoltenberg j.,76.0,81.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,behrend t.,meligeni f.,106.0,28.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,arazi h.,alonso j.,41.0,111.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,alami k.,manta l.,35.0,107.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,woodruff c.,damm m.,56.0,92.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,agassi a.,puerta m.,1.0,112.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,federer r.,chang m.,62.0,38.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,krajicek r.,santoro f.,10.0,25.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,clement a.,van lottum j.,54.0,66.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,lapentti n.,medvedev a.,7.0,32.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,kroslak j.,lopez-moron a.,104.0,117.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,woodbridge t.,siemerink j.,204.0,93.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,voinea a.,spadea v.,95.0,21.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,vinciguerra a.,gumy h.,99.0,63.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,vicente f.,berasategui a.,55.0,59.0,5.0,tennis_data,2000
australian open,2000-01-17,hard,1st round,vacek d.,stanoytchev o.,44.0,109.0,5.0,tennis_data,2000
